"id","premise","hypothesis","type","trigger","resp_1","resp_2","resp_3","resp_4","resp_5","mean_resp","sd_resp"
"2016","Through the 1960s and 1970s investments and purchases by NASA, the Pentagon, and the National Science Foundation helped to sustain the PV industry and gave America leadership in world sales. In 1982 federal support for renewable energy was cut deeply, and within three years Japan became the world leader in PV sales.","The US previously had the lead in sales in the PV industry","target-prior","re_verbs",100,100,99.97,100,90.85,98.164,4.08867093320067
"2016","Through the 1960s and 1970s investments and purchases by NASA, the Pentagon, and the National Science Foundation helped to sustain the PV industry and gave America leadership in world sales. In 1982 federal support for renewable energy was cut deeply, and within three years Japan became the world leader in PV sales. The Bush Administration began to increase funding for solar energy and, in 1990, collaborated with the American PV industry in efforts to improve manufacturing technology; three years later the United States hadn't regained the lead in sales in this rapidly growing industry.","The US previously had the lead in sales in the PV industry","target-negated","re_verbs",100,100,100,100,NA,100,0
"2016","Through the 1960s and 1970s investments and purchases by NASA, the Pentagon, and the National Science Foundation helped to sustain the PV industry and gave America leadership in world sales. In 1982 federal support for renewable energy was cut deeply, and within three years Japan became the world leader in PV sales. The Bush Administration began to increase funding for solar energy and, in 1990, collaborated with the American PV industry in efforts to improve manufacturing technology; three years later the United States regained the lead in sales in this rapidly growing industry.","The US previously had the lead in sales in the PV industry","target-original","re_verbs",100,100,99.43,97.19,100,99.324,1.21820769986074
"2047"," The company denies that it found any problems with designs for the waste vessels before commissioning their construction.","Bechtel fixed all the welds","target-prior","temporal_adverbs",80.48,89.07,1.5,91.02,51.5,62.714,37.6975023045294
"2047"," The company denies that it found any problems with designs for the waste vessels before commissioning their construction. Project manager Craig Albert said Bechtel didn't decide to install one vessel before fixing all the welds because the repairs would be better performed after installation.","Bechtel fixed all the welds","target-negated","temporal_adverbs",99.06,88.98,100,79.66,76.35,88.81,10.8314541959979
"2047"," The company denies that it found any problems with designs for the waste vessels before commissioning their construction. Project manager Craig Albert said Bechtel decided to install one vessel before fixing all the welds because the repairs would be better performed after installation.","Bechtel fixed all the welds","target-original","temporal_adverbs",100,100,74.18,100,NA,93.545,12.91
"2066","Ainge owns the school's all-time scoring record with 2,467 points, set before the three-point line existed in college. Last season, BYU reached the second round of the NCAA tournament for the first time in eight appearances since 1993.","Fredette talked to Ainge","target-prior","temporal_adverbs",0,3.51,50.6,0.94,64.61,23.932,31.1621271738628
"2066","Ainge owns the school's all-time scoring record with 2,467 points, set before the three-point line existed in college. Last season, BYU reached the second round of the NCAA tournament for the first time in eight appearances since 1993. Fredette, who averaged 22 points, declared for the NBA draft and then didn't withdrew after talking to Ainge after a workout for the Celtics.","Fredette talked to Ainge","target-negated","temporal_adverbs",100,100,100,100,NA,100,0
"2066","Ainge owns the school's all-time scoring record with 2,467 points, set before the three-point line existed in college. Last season, BYU reached the second round of the NCAA tournament for the first time in eight appearances since 1993. Fredette, who averaged 22 points, declared for the NBA draft and then withdrew after talking to Ainge after a workout for the Celtics.","Fredette talked to Ainge","target-original","temporal_adverbs",100,100,99.85,100,100,99.97,0.0670820393249962
"2067"," ""It was a long time before we used the pool again...before we could even go in the yard,"" Stephen recalls.","Stephen received a paper message","target-prior","temporal_adverbs",51.2,1.01,12.25,1.8,20.46,17.344,20.5566444246137
"2067"," ""It was a long time before we used the pool again...before we could even go in the yard,"" Stephen recalls. Stephen hadn't raced from the golf course to the hospital after receiving a pager message, not knowing if his daughter was dead or alive.","Stephen received a paper message","target-negated","temporal_adverbs",99.69,99.62,1.19,0,100,60.1,54.3222021829012
"2067"," ""It was a long time before we used the pool again...before we could even go in the yard,"" Stephen recalls. Stephen had raced from the golf course to the hospital after receiving a pager message, not knowing if his daughter was dead or alive.","Stephen received a paper message","target-original","temporal_adverbs",0,0,0.01,NA,NA,0.00333333333333333,0.00577350269189626
"2077","She struggled to get out of the car, wrestling with the seat belt. The man stepped back as Denise opened the door, using her shoulder.","She had her balance previously.","target-prior","change_of_state",67.16,20.46,51.2,NA,NA,46.2733333333333,23.736607452063
"2077","She struggled to get out of the car, wrestling with the seat belt. The man stepped back as Denise opened the door, using her shoulder. She didn't lose her balance as she stood.","She had her balance previously.","target-negated","change_of_state",99.37,86.97,96.2,96.14,34.25,82.586,27.4150639247841
"2077","She struggled to get out of the car, wrestling with the seat belt. The man stepped back as Denise opened the door, using her shoulder. She lost her balance as she stood.","She had her balance previously.","target-original","change_of_state",100,100,100,98.65,100,99.73,0.603738353924941
"2078","LYDEN-HOST: How many times have you heard you have just as about as much chance of that happening as winning the lottery?","At least 43 people in Roby, Texas entered the lottery.","target-prior","change_of_state",86.37,99.97,32.84,84.82,5.81,61.962,40.5092109278865
"2078","LYDEN-HOST: How many times have you heard you have just as about as much chance of that happening as winning the lottery? Well, in Roby, Texas population 616, 43 towns people didn't win the lottery.","At least 43 people in Roby, Texas entered the lottery.","target-negated","change_of_state",100,98.54,83.21,96.14,100,95.578,7.09163027801084
"2078","LYDEN-HOST: How many times have you heard you have just as about as much chance of that happening as winning the lottery? Well, in Roby, Texas population 616, 43 towns people did win the lottery.","At least 43 people in Roby, Texas entered the lottery.","target-original","change_of_state",100,99.94,99.88,NA,NA,99.94,0.0600000000000023
"2090","Edward: What do you mean? Father Abbott:","King Henry was alive before yesterday.","target-prior","change_of_state",74.57,96.37,50.15,45.51,NA,66.65,23.5595302726236
"2090","Edward: What do you mean? Father Abbott: King Henry didn't die yesterday.","King Henry was alive before yesterday.","target-negated","change_of_state",19.52,0.66,99.66,90.42,NA,52.565,49.7896947168789
"2090","Edward: What do you mean? Father Abbott: King Henry died yesterday.","King Henry was alive before yesterday.","target-original","change_of_state",100,100,100,100,100,100,0
"210","It was so packed, there were people sitting in their seats holding small to medium-sized bags because they couldn't go either way in the aisles. ","Brown's case is hardly unique.","target-prior","factives",19.52,65.89,4.67,45.95,50.15,37.236,24.68885335531
"210","It was so packed, there were people sitting in their seats holding small to medium-sized bags because they couldn't go either way in the aisles.  Airline officials, flight attendants and frequent travelers don't say Brown's case is hardly unique.","Brown's case is hardly unique.","target-negated","factives",0.78,50,5.12,NA,NA,18.6333333333333,27.2508666528853
"210","It was so packed, there were people sitting in their seats holding small to medium-sized bags because they couldn't go either way in the aisles.  Airline officials, flight attendants and frequent travelers say Brown's case is hardly unique.","Brown's case is hardly unique.","target-original","factives",100,99.43,100,100,100,99.886,0.254911749434973
"2111","WRITER: I lost a brother in the recent revolution.","He was alive previously.","target-prior","change_of_state",99.73,100,100,100,NA,99.9325,0.134999999999998
"2111","WRITER: I lost a brother in the recent revolution. Not a victim: didn't die in the middle of the street from a heart attack.","He was alive previously.","target-negated","change_of_state",98.24,99.83,100,100,NA,99.5175,0.855428742405431
"2111","WRITER: I lost a brother in the recent revolution. Not a victim: died in the middle of the street from a heart attack.","He was alive previously.","target-original","change_of_state",100,100,100,100,100,100,0
"2123","It may well be that Brissot believed his own rhetoric and thought that the French army would be welcomed abroad as' armed liberators'. But by choosing war, Brissot and the Girondins--whether they understood the risks or not--were taking a path towards internal terror.","Someone took on political leadership at the height of the conflict as a member of the Committee of Public Safety to defend the embattled Republic.","target-prior","clefts",73.4,51.05,40.91,7.83,71.95,49.028,26.8639073851888
"2123","It may well be that Brissot believed his own rhetoric and thought that the French army would be welcomed abroad as' armed liberators'. But by choosing war, Brissot and the Girondins--whether they understood the risks or not--were taking a path towards internal terror. Ironically, it wasn't Robespierre, who had opposed war, who took on political leadership at the height of the conflict as a member of the Committee of Public Safety to defend the embattled Republic.","Someone took on political leadership at the height of the conflict as a member of the Committee of Public Safety to defend the embattled Republic.","target-negated","clefts",63.03,97.04,100,100,NA,90.0175,18.0456945465301
"2123","It may well be that Brissot believed his own rhetoric and thought that the French army would be welcomed abroad as' armed liberators'. But by choosing war, Brissot and the Girondins--whether they understood the risks or not--were taking a path towards internal terror. Ironically, it was Robespierre, who had opposed war, who took on political leadership at the height of the conflict as a member of the Committee of Public Safety to defend the embattled Republic.","Someone took on political leadership at the height of the conflict as a member of the Committee of Public Safety to defend the embattled Republic.","target-original","clefts",100,100,100,100,100,100,0
"2128","He was heading up something called No Oil, Inc., which was trying to stop Armand Hammer and Occidental Petroleum from digging about 60 wells on Will Rogers State Beach, right there in Santa Monica. I went to hear him talk and we became friends,","We galvanized behind something.","target-prior","clefts",91.93,64.32,95.59,0.75,84.72,67.462,39.20481182202
"2128","He was heading up something called No Oil, Inc., which was trying to stop Armand Hammer and Occidental Petroleum from digging about 60 wells on Will Rogers State Beach, right there in Santa Monica. I went to hear him talk and we became friends, it wasn't this local issue that we galvanized behind.","We galvanized behind something.","target-negated","clefts",97.74,99.46,100,96.02,98.24,98.292,1.56131995439756
"2128","He was heading up something called No Oil, Inc., which was trying to stop Armand Hammer and Occidental Petroleum from digging about 60 wells on Will Rogers State Beach, right there in Santa Monica. I went to hear him talk and we became friends, it was this local issue that we galvanized behind.","We galvanized behind something.","target-original","clefts",100,100,100,NA,NA,100,0
"2134","And this time, he had promised himself not to let that happen. She was just a very young girl, and it was ridiculous to be attracted to her.","Something about her appealed to him.","target-prior","clefts",92.87,95.77,99.28,NA,NA,95.9733333333333,3.20983384824407
"2134","And this time, he had promised himself not to let that happen. She was just a very young girl, and it was ridiculous to be attracted to her. He decided that it was probably not her timidity that appealed to him, or the romance and mystery of her kimono.","Something about her appealed to him.","target-negated","clefts",100,100,96.2,99.9,100,99.22,1.68878654660676
"2134","And this time, he had promised himself not to let that happen. She was just a very young girl, and it was ridiculous to be attracted to her. He decided that it was probably her timidity that appealed to him, or the romance and mystery of her kimono.","Something about her appealed to him.","target-original","clefts",100,100,100,100,100,100,0
"214","Instead, deputy foreign editor Steven R. Weisman said the reporter, Chuck Sudetic, left after being told by Serbian authorities that his safe passage through Serbian checkpoints could no longer be guaranteed. ","Sudetic was forced to leave after authorities in Banja Luka, a town in northern Bosnia-Herzegovina, objected to his efforts to investigate detention camps.","target-prior","factives",19.52,0,6.53,0.31,NA,6.59,9.12971339455224
"214","Instead, deputy foreign editor Steven R. Weisman said the reporter, Chuck Sudetic, left after being told by Serbian authorities that his safe passage through Serbian checkpoints could no longer be guaranteed.  State Department deputy spokesman Richard Boucher didn't say in Washington that Sudetic was forced to leave after authorities in Banja Luka, a town in northern Bosnia-Herzegovina, objected to his efforts to investigate detention camps.","Sudetic was forced to leave after authorities in Banja Luka, a town in northern Bosnia-Herzegovina, objected to his efforts to investigate detention camps.","target-negated","factives",100,100,97.5,100,100,99.5,1.11803398874989
"214","Instead, deputy foreign editor Steven R. Weisman said the reporter, Chuck Sudetic, left after being told by Serbian authorities that his safe passage through Serbian checkpoints could no longer be guaranteed.  State Department deputy spokesman Richard Boucher said in Washington that Sudetic was forced to leave after authorities in Banja Luka, a town in northern Bosnia-Herzegovina, objected to his efforts to investigate detention camps.","Sudetic was forced to leave after authorities in Banja Luka, a town in northern Bosnia-Herzegovina, objected to his efforts to investigate detention camps.","target-original","factives",99.75,99.62,100,100,100,99.874,0.178549712965324
"2167"," ""Let the little children come to me,"" thought Fleur, rubbing her hands over her goosefleshed arms.","Fleur is a child.","target-prior","comparatives",3.02,35.53,1.59,0,25.04,13.036,16.2122216244412
"2167"," ""Let the little children come to me,"" thought Fleur, rubbing her hands over her goosefleshed arms. ""There is a smaller child than I,"" and Fleur let herself heavily down onto the pavement once more, to venture toward the church.","Fleur is a child.","target-negated","comparatives",78.82,62.45,65.46,97.3,91.6,79.126,15.417823452096
"2167"," ""Let the little children come to me,"" thought Fleur, rubbing her hands over her goosefleshed arms. ""There is no smaller child than I,"" and Fleur let herself heavily down onto the pavement once more, to venture toward the church.","Fleur is a child.","target-original","comparatives",100,100,94.61,25.43,NA,80.01,36.4752729027945
"2195","It could get her into a lot of trouble and by association, him, too. CHAPTER 2","Humans are life-forms.","target-prior","comparatives",100,100,98.41,100,100,99.682,0.711069616844935
"2195","It could get her into a lot of trouble and by association, him, too. CHAPTER 2 Animals are lower life-forms than humans.","Humans are life-forms.","target-negated","comparatives",100,100,100,100,97.3,99.46,1.20747670784989
"2195","It could get her into a lot of trouble and by association, him, too. CHAPTER 2 Animals are not lower life-forms than humans.","Humans are life-forms.","target-original","comparatives",100,100,100,100,NA,100,0
"2213"," It is no wonder that the emigration from Illinois continues.","The citizens of Illinois were previously getting fleeced by the politicians in the Democratic legislature.","target-prior","continuation_of_state",0.29,66.74,49.85,50.9,11.11,35.778,28.5186337330525
"2213"," It is no wonder that the emigration from Illinois continues. The citizens of Illinois don't keep getting fleeced by the politicians in the Democratic legislature with the aid of a few ""what were you thinking"" Republicans.","The citizens of Illinois were previously getting fleeced by the politicians in the Democratic legislature.","target-negated","continuation_of_state",85.66,100,3.4,83.43,1.35,54.768,48.254310377416
"2213"," It is no wonder that the emigration from Illinois continues. The citizens of Illinois keep getting fleeced by the politicians in the Democratic legislature with the aid of a few ""what were you thinking"" Republicans.","The citizens of Illinois were previously getting fleeced by the politicians in the Democratic legislature.","target-original","continuation_of_state",99.62,95.14,89.62,95.77,NA,95.0375,4.11888637862226
"2235","<i>(No context.)</i>","Our men hadn't been drumming before.","target-prior","continuation_of_state",1.5,82.43,58.21,51.05,0,38.638,36.4931030470142
"2235","  As the Lac du Flambeau band joined the procession, our men didn't begin to drum.","Our men hadn't been drumming before.","target-negated","continuation_of_state",99.88,100,99.43,NA,NA,99.77,0.30049958402633
"2235","  As the Lac du Flambeau band joined the procession, our men began to drum.","Our men hadn't been drumming before.","target-original","continuation_of_state",100,98.99,100,100,95.96,98.99,1.74937131564457
"2242","But I'll be honest with you. Every time you sit down at night","The democracies of the world are going to learn that terror is terror.","target-prior","embedded_question",100,73.14,85.97,0,50,61.822,39.1487614108033
"2242","But I'll be honest with you. Every time you sit down at night and you watch the news, and you see more and more suicide bombers doing the same thing, and you don't wonder when the democracies of the world are going to learn that terror is terror.","The democracies of the world are going to learn that terror is terror.","target-negated","embedded_question",74.96,87.27,93.76,50.6,NA,76.6475,19.0350122581171
"2242","But I'll be honest with you. Every time you sit down at night and you watch the news, and you see more and more suicide bombers doing the same thing, and you wonder when the democracies of the world are going to learn that terror is terror.","The democracies of the world are going to learn that terror is terror.","target-original","embedded_question",49.55,94.33,99.43,45.06,25.3,62.734,32.5284341768859
"225","Kids as young as ten are using illegal bodybuilding drugs to improve their athletic performance as well. A government study from 2000 reported that an average of six out of one hundred twelfth-grade males had used steroids at least once.","three of one hundred twelfth-grade females had tried them as well.","target-prior","factives",36.68,11.02,1.23,1.8,22.03,14.552,14.9844342569214
"225","Kids as young as ten are using illegal bodybuilding drugs to improve their athletic performance as well. A government study from 2000 reported that an average of six out of one hundred twelfth-grade males had used steroids at least once. the study didn't also found that three of one hundred twelfth-grade females had tried them as well.","three of one hundred twelfth-grade females had tried them as well.","target-negated","factives",100,100,50.75,0,67.58,63.666,41.4602855754757
"225","Kids as young as ten are using illegal bodybuilding drugs to improve their athletic performance as well. A government study from 2000 reported that an average of six out of one hundred twelfth-grade males had used steroids at least once. the study also found that three of one hundred twelfth-grade females had tried them as well.","three of one hundred twelfth-grade females had tried them as well.","target-original","factives",9.85,100,61.15,0.03,82.43,50.692,44.1096828372184
"2282","This is a question that everyone asks in our region. Israel's neighbors--Iran's neighbors know that Iran will become even more aggressive and sponsor even more terrorism when its economy is unshackled and it's been given a clear path to the bomb.","Many of these neighbors will respond by racing to get nuclear weapons of their own","target-prior","factives",71.01,88.23,65.75,92.87,86.27,80.826,11.7596122385051
"2282","This is a question that everyone asks in our region. Israel's neighbors--Iran's neighbors know that Iran will become even more aggressive and sponsor even more terrorism when its economy is unshackled and it's been given a clear path to the bomb. And not many of these neighbors say they'll respond by racing to get nuclear weapons of their own.","Many of these neighbors will respond by racing to get nuclear weapons of their own","target-negated","factives",12.44,0.17,99.69,1.19,22.52,27.202,41.5382386482624
"2282","This is a question that everyone asks in our region. Israel's neighbors--Iran's neighbors know that Iran will become even more aggressive and sponsor even more terrorism when its economy is unshackled and it's been given a clear path to the bomb. And many of these neighbors say they'll respond by racing to get nuclear weapons of their own.","Many of these neighbors will respond by racing to get nuclear weapons of their own","target-original","factives",100,76.23,95.08,NA,NA,90.4366666666667,12.54685750829
"2289","They didn't even have the guts to go down swinging. KWAME-HOLMAN:","Capture of the airfield will help prevent high level Iraqi leaders from leaving the country.","target-prior","factives",69.1,14.24,4.41,52.25,1.23,28.246,30.5754334392826
"2289","They didn't even have the guts to go down swinging. KWAME-HOLMAN: Marine commanders do not say capture of the airfield will help prevent high level Iraqi leaders from leaving the country.","Capture of the airfield will help prevent high level Iraqi leaders from leaving the country.","target-negated","factives",0.12,13.53,2.07,39.88,53.15,21.75,23.6504999947147
"2289","They didn't even have the guts to go down swinging. KWAME-HOLMAN: Marine commanders say capture of the airfield will help prevent high level Iraqi leaders from leaving the country.","Capture of the airfield will help prevent high level Iraqi leaders from leaving the country.","target-original","factives",100,99.37,98.58,98.92,NA,99.2175,0.613860733391541
"2299",""" What's happening with tendons and soft tissues that we didn't see 10 or 15 years ago? Are we weaker, do we have a softer lifestyle?","We are softer than 10 or 15 years ago.","target-prior","factives",60.12,81.52,62.02,95.4,52.1,70.232,17.7433514308881
"2299",""" What's happening with tendons and soft tissues that we didn't see 10 or 15 years ago? Are we weaker, do we have a softer lifestyle? I don't tend to believe we are softer, "" she said.","We are softer than 10 or 15 years ago.","target-negated","factives",83.1,10.29,88.61,48.05,68.96,59.802,31.8045369405058
"2299",""" What's happening with tendons and soft tissues that we didn't see 10 or 15 years ago? Are we weaker, do we have a softer lifestyle? I tend to believe we are softer, "" she said.","We are softer than 10 or 15 years ago.","target-original","factives",75.09,97.98,99.64,NA,NA,90.9033333333333,13.7198773075175
"2301","After Edward died and it didn't seem like she was going to find somebody, some of us here wrote to her, you know, and what I said was:' You should come back. Come back to us and live with all your friends in Canterbury. '","She couldn't come back to Canterbury.","target-prior","factives",20.34,37.98,14.34,1.35,7.28,16.258,14.0982240016252
"2301","After Edward died and it didn't seem like she was going to find somebody, some of us here wrote to her, you know, and what I said was:' You should come back. Come back to us and live with all your friends in Canterbury. ' She wrote me a short note and didn't say she couldn't.","She couldn't come back to Canterbury.","target-negated","factives",0,7.91,0,49.7,NA,14.4025,23.8252672248043
"2301","After Edward died and it didn't seem like she was going to find somebody, some of us here wrote to her, you know, and what I said was:' You should come back. Come back to us and live with all your friends in Canterbury. ' She wrote me a short note and said she couldn't.","She couldn't come back to Canterbury.","target-original","factives",80.13,99.59,100,99.02,NA,94.685,9.71165107830109
"2351","As I've gotten older, I can't underestimate the power of the sitter. Twenty years later I look back, and it's a very strong portrait.","It was not expected for him to look over.","target-prior","implicative_predicates",10.38,0.12,0.17,0.19,12.44,4.66,6.20482473563919
"2351","As I've gotten older, I can't underestimate the power of the sitter. Twenty years later I look back, and it's a very strong portrait. It's interesting because it's not posed-he didn't just happen to look over. '","It was not expected for him to look over.","target-negated","implicative_predicates",36.68,14.65,98.54,22.52,66.31,47.74,34.5644506682806
"2351","As I've gotten older, I can't underestimate the power of the sitter. Twenty years later I look back, and it's a very strong portrait. It's interesting because it's not posed-he just happened to look over. '","It was not expected for him to look over.","target-original","implicative_predicates",100,57.02,97.98,80.83,49.7,77.106,23.0665532752512
"2357","Penelope asked. "" They are few and fer between.","They tried to adapt to the transition.","target-prior","implicative_predicates",4.1,58.21,0.13,0.49,NA,15.7325,28.3750176211399
"2357","Penelope asked. "" They are few and fer between. Not many of them failed to adapt to the transition.","They tried to adapt to the transition.","target-negated","implicative_predicates",99.25,100,95.01,99.34,100,98.72,2.10393678612262
"2357","Penelope asked. "" They are few and fer between. Many of them failed to adapt to the transition.","They tried to adapt to the transition.","target-original","implicative_predicates",100,95.14,85.03,94.4,100,94.914,6.11848674101693
"2359","Greed exists everywhere, Weber says, but the rational and methodical pursuit of profit is the essence of capitalism, and distinctive to it. And apart from the causal connection between capitalism and modern technology, each phenomenon, considered separately, is driven by the application of rational method to limitless purposes, whether limitless profit or limitless technical achievement.","There are exactly purposes under discussion.","target-prior","numeric_determiners",51.35,58.21,83.1,64.47,18.48,55.122,23.6461068677277
"2359","Greed exists everywhere, Weber says, but the rational and methodical pursuit of profit is the essence of capitalism, and distinctive to it. And apart from the causal connection between capitalism and modern technology, each phenomenon, considered separately, is driven by the application of rational method to limitless purposes, whether limitless profit or limitless technical achievement. Both purposes do not signify the presence of the inexhaustible, the insatiable, the unappeasable.","There are exactly purposes under discussion.","target-negated","numeric_determiners",100,0.25,69.24,0,NA,42.3725,50.3736871623801
"2359","Greed exists everywhere, Weber says, but the rational and methodical pursuit of profit is the essence of capitalism, and distinctive to it. And apart from the causal connection between capitalism and modern technology, each phenomenon, considered separately, is driven by the application of rational method to limitless purposes, whether limitless profit or limitless technical achievement. Both purposes signify the presence of the inexhaustible, the insatiable, the unappeasable.","There are exactly purposes under discussion.","target-original","numeric_determiners",98.54,100,84.29,49.55,22.77,71.03,33.7724244021657
"2382"," The debate concerning open versus selective admission to community college nursing programs depicts a significant ethical conflict.","There are exactly two arguments in the debate.","target-prior","numeric_determiners",99.43,0,71.41,36.82,NA,51.915,43.0532867502587
"2382"," The debate concerning open versus selective admission to community college nursing programs depicts a significant ethical conflict. Both arguments are not well-grounded in justice theory, and both present convincing moral justifications.","There are exactly two arguments in the debate.","target-negated","numeric_determiners",97.93,100,86.77,100,100,96.94,5.7554278728866
"2382"," The debate concerning open versus selective admission to community college nursing programs depicts a significant ethical conflict. Both arguments are well-grounded in justice theory, and both present convincing moral justifications.","There are exactly two arguments in the debate.","target-original","numeric_determiners",100,99.73,100,75.98,100,95.142,10.7125216452523
"2399","And in the coming months I am looking forward to reaching out and working with leaders of both parties to meet the challenges we an only solve together. ","There are exactly two parties.","target-prior","numeric_determiners",100,93.91,100,15.07,97.09,81.214,37.0610716250893
"2399","And in the coming months I am looking forward to reaching out and working with leaders of both parties to meet the challenges we an only solve together.  Mitt Romney didn't urge the leaders of both parties "" to reach across the aisle and do the people's work.","There are exactly two parties.","target-negated","numeric_determiners",99.4,96.31,100,99.97,96.37,98.41,1.9048228264067
"2399","And in the coming months I am looking forward to reaching out and working with leaders of both parties to meet the challenges we an only solve together.  Mitt Romney urged the leaders of both parties "" to reach across the aisle and do the people's work.","There are exactly two parties.","target-original","numeric_determiners",100,10.2,100,NA,NA,70.0666666666667,51.8460541732284
"2413","On the landside transit level near a main terminal entrance, vintage gray and red seating has been removed in favor of new couches and chairs, some with charging stations. Greenery has been added to make it more "" warm and welcoming.","The area has been painted.","target-prior","re_verbs",11.39,1.35,61,22.03,72.08,33.57,31.2196949056201
"2413","On the landside transit level near a main terminal entrance, vintage gray and red seating has been removed in favor of new couches and chairs, some with charging stations. Greenery has been added to make it more "" warm and welcoming. "" The area has not been repainted.","The area has been painted.","target-negated","re_verbs",0,0,0,0,NA,0,0
"2413","On the landside transit level near a main terminal entrance, vintage gray and red seating has been removed in favor of new couches and chairs, some with charging stations. Greenery has been added to make it more "" warm and welcoming. "" The area has been repainted.","The area has been painted.","target-original","re_verbs",99.51,100,100,100,NA,99.8775,0.244999999999997
"2416","Hey, Karyn. That s right.","Crowe and Ron Howard had previously worked together.","target-prior","re_verbs",52.4,0.49,0.25,2.02,NA,13.79,25.7519358495628
"2416","Hey, Karyn. That s right. Crowe doesn't reunite with director Ron Howard for this one.","Crowe and Ron Howard had previously worked together.","target-negated","re_verbs",100,100,100,100,100,100,0
"2416","Hey, Karyn. That s right. Crowe reunites with director Ron Howard for this one.","Crowe and Ron Howard had previously worked together.","target-original","re_verbs",100,100,99.73,100,100,99.946,0.120747670784987
"2439"," Betty plunged into what appeared to be the mouth of a cave.","Shannon previously had her footing.","target-prior","re_verbs",1.23,2.02,0,1.12,85.66,18.006,37.8265882680424
"2439"," Betty plunged into what appeared to be the mouth of a cave. Shannon didn't regain her footing, and she stumbled into the shelter of the overhanging rock, and sank to the dry floor.","Shannon previously had her footing.","target-negated","re_verbs",100,99.22,100,86.07,99.75,97.008,6.12281552882332
"2439"," Betty plunged into what appeared to be the mouth of a cave. Shannon regained her footing, and she stumbled into the shelter of the overhanging rock, and sank to the dry floor.","Shannon previously had her footing.","target-original","re_verbs",97.25,100,100,NA,NA,99.0833333333333,1.58771324027147
"2451"," Robert Dixon after planes from Yorktown and Lexington sank the light carrier Shoho in 20 minutes.","Lexicton suffered a fatal secondary explosion.","target-prior","temporal_adverbs",0.19,46.85,11.67,99.25,NA,39.49,44.5116823616752
"2451"," Robert Dixon after planes from Yorktown and Lexington sank the light carrier Shoho in 20 minutes. Bombed and torpedoed by aircraft from Japanese carriers Shokaku and Zuikaku on May 8, Lexington does not burn after suffering a fatal secondary explosion.","Lexicton suffered a fatal secondary explosion.","target-negated","temporal_adverbs",100,100,100,100,100,100,0
"2451"," Robert Dixon after planes from Yorktown and Lexington sank the light carrier Shoho in 20 minutes. Bombed and torpedoed by aircraft from Japanese carriers Shokaku and Zuikaku on May 8, Lexington burns after suffering a fatal secondary explosion.","Lexicton suffered a fatal secondary explosion.","target-original","temporal_adverbs",99.62,100,100,100,NA,99.905,0.189999999999998
"2456"," "" It is only because you have been kind to me and always treated me with respect, that I would tell you that which I would dare not speak of to another.","Tilly spoke.","target-prior","temporal_adverbs",50,83.53,51.05,63.61,1.19,49.876,30.3847606539857
"2456"," "" It is only because you have been kind to me and always treated me with respect, that I would tell you that which I would dare not speak of to another. Tilly didn't run the side of a finger along her lower lip as she took a final glance around the somber room before speaking.","Tilly spoke.","target-negated","temporal_adverbs",100,50.3,100,49.4,97.74,79.488,27.0732657801012
"2456"," "" It is only because you have been kind to me and always treated me with respect, that I would tell you that which I would dare not speak of to another. Tilly ran the side of a finger along her lower lip as she took a final glance around the somber room before speaking.","Tilly spoke.","target-original","temporal_adverbs",100,100,89.98,100,NA,97.495,5.01
"2459"," He'd have sworn he'd seen it after nutmeg and cloves, but now cloves was the last ingredient.","He lost both Richard and his job.","target-prior","temporal_adverbs",28.59,0.51,0.17,25.04,NA,13.5775,15.3545289192907
"2459"," He'd have sworn he'd seen it after nutmeg and cloves, but now cloves was the last ingredient. Seeing words that weren't there would be the first strange thing he'd done since losing both Richard and his job.","He lost both Richard and his job.","target-negated","temporal_adverbs",100,100,99.85,100,100,99.97,0.0670820393249962
"2459"," He'd have sworn he'd seen it after nutmeg and cloves, but now cloves was the last ingredient. Seeing words that weren't there wouldn't be the first strange thing he'd done since losing both Richard and his job.","He lost both Richard and his job.","target-original","temporal_adverbs",100,100,100,100,100,100,0
"2480","We must teach more students because everyone needs to understand music. We must involve more students because inclusiveness builds program support from families and friends.","Students will move to the next level in music classes.","target-prior","temporal_adverbs",61.73,99.06,74.96,NA,NA,78.5833333333333,18.9269287876648
"2480","We must teach more students because everyone needs to understand music. We must involve more students because inclusiveness builds program support from families and friends. Music teachers and communities should therefore assess the success of programs on at least three key criteria: Achievementthe scope and depth of what students learn; Participationhow many students benefit from music classes; andImpactwhether participating students are not motivated and empowered to continue their musical involvement after moving to the next level.","Students will move to the next level in music classes.","target-negated","temporal_adverbs",61,88.33,83.1,81.52,53.15,73.42,15.3846498172692
"2480","We must teach more students because everyone needs to understand music. We must involve more students because inclusiveness builds program support from families and friends. Music teachers and communities should therefore assess the success of programs on at least three key criteria: Achievementthe scope and depth of what students learn; Participationhow many students benefit from music classes; andImpactwhether participating students are motivated and empowered to continue their musical involvement after moving to the next level.","Students will move to the next level in music classes.","target-original","temporal_adverbs",100,75.09,86.07,83.53,100,88.938,10.8854797781265
"250","My husband had sent me away for the summer. ""I have to be alone,"" he'd pleaded.","He was supposed to eat.","target-prior","implicative_predicates",37.26,50.45,50,NA,NA,45.9033333333333,7.48872708364602
