"sent_id","type","label","all_labels","ratings","workerids"
"223","target-negated","N","N,N,N,N,E","89.8,29.94,94.4,18.14,100","117,137,54,116,123"
"223","target-original","E","N,E,E,E,E","92.17,100,100,100,100","135,78,142,13,104"
"2232","target-negated","N","N,N,C,N,N","21.54,51.5,1.38,85.24,5.81","7,134,136,133,116"
"2232","target-original","E","E,E,E,N,E","99.79,100,100,96.31,100","85,44,79,13,104"
"2233","target-negated","E","E,E,E,N,N","100,100,100,93.1,71.95","18,92,111,2,104"
"2233","target-original","E","E,E,E,E,E","100,100,98.16,100,98.2","39,129,148,59,2"
"2235","target-negated","E","N,E,E,E,N","48.65,99.43,99.88,100,60.71","22,44,8,13,2"
"2235","target-original","E","N,E,E,E,E","95.96,100,100,100,98.99","20,39,15,32,48"
"2236","target-negated","E","E,E,N,E,N","100,99.81,76.86,100,97.04","119,20,94,125,118"
"2236","target-original","E","E,N,E,E,E","100,90.93,99.46,99.66,100","28,109,127,34,2"
"2239","target-negated","N","N,E,N,E,N","95.14,100,89.71,100,92.79","118,129,83,97,123"
"2239","target-original","E","E,E,E,N,N","100,100,100,75.47,92.17","65,77,142,13,2"
"224","target-original","E","E,N,N,E,E","100,87.56,84.29,98.73,99.16","39,148,133,83,60"
"2240","target-negated","E","E,E,E,E,N","100,100,100,100,78.82","7,52,48,97,118"
"2240","target-original","E","E,E,E,E,E","100,99.88,100,99.54,99.91","84,27,100,107,63"
"2242","target-negated","N","N,N,N,C,N","93.76,74.96,50.6,0.88,87.27","7,26,35,28,36"
"2242","target-original","N","E,N,N,N,N","99.43,25.3,94.33,49.55,45.06","44,5,27,8,18"
"2244","target-negated","E","E,E,E,N,E","100,99.46,100,97.04,99.34","39,54,148,133,60"
"2244","target-original","E","E,E,N,E,E","100,100,95.53,100,98.33","22,78,8,111,2"
"2245","target-negated","N","N,N,N,E,N","13.03,50.45,91.35,99.62,91.1","118,129,35,83,92"
"2245","target-original","N","N,N,N,N,N","90.76,74.18,50.9,62.89,97.35","135,63,125,13,92"
"2248","target-negated","N","N,N,N,N,N","90.59,19.87,13.43,45.36,16.03","119,46,94,125,130"
"2248","target-original","N","E,N,N,N,E","100,93.17,81.52,80.83,100","145,118,28,127,34"
"2251","target-negated","E","E,N,E,C,E","100,50.15,100,1.84,99.25","39,55,54,108,60"
"2251","target-original","N","E,E,N,N,N","100,100,27.13,77.85,93.76","91,44,78,92,107"
"2258","target-negated","E","E,N,E,E,N","99.77,80.36,100,100,95.14","91,22,65,111,2"
"2258","target-original","E","E,N,N,E,E","99.9,91.02,84.61,99.73,99.57","136,129,133,83,60"
"226","target-negated","N","N,C,N,N,E","19.05,0.49,15.18,71.81,100","134,145,137,116,144"
"226","target-original","E","E,E,N,E,E","98.41,99.77,67.02,100,100","20,44,8,13,104"
"2260","target-negated","E","E,E,E,E,N","100,100,99.12,99.22,95.01","134,118,26,54,148"
"2260","target-original","E","E,N,E,N,E","100,96.93,100,94.4,100","84,92,104,118,117"
"2264","target-negated","E","N,E,E,E,E","71.14,100,100,99.93,99.57","136,117,129,83,60"
"2264","target-original","E","E,E,N,E,E","100,100,95.46,100,100","119,91,22,128,2"
"2266","target-negated","E","E,E,E,E,E","100,100,99.46,100,100","117,133,60,123,104"
"2266","target-original","E","E,E,E,E,E","100,100,100,100,100","11,66,8,100,134"
"2269","target-negated","E","N,E,E,E,E","78.46,100,100,100,99.75","118,117,129,137,83"
"2269","target-original","E","E,E,E,N,E","100,100,100,85.66,100","63,125,142,13,92"
"227","target-negated","E","N,E,E,E,E","86.27,100,99.06,100,99.12","85,128,66,63,125"
"227","target-original","N","N,E,N,E,N","36.25,99.96,5.39,98.99,37.4","39,117,54,108,34"
"2274","target-negated","E","E,N,E,E,E","100,96.93,100,100,99.37","77,94,66,8,107"
"2274","target-original","E","E,E,E,E,E","100,98.16,100,99.54,100","61,109,51,60,118"
"2277","target-negated","E","E,E,E,E,E","99.85,100,100,99.99,99.34","136,129,133,83,60"
"2277","target-original","C","C,C,C,N,N","0,1.12,0,29.26,33.97","91,22,65,111,2"
"228","target-negated","C","N,C,E,C,C","6.24,0,98.37,1.08,0","117,137,36,108,144"
"228","target-original","E","E,E,E,E,E","100,100,100,100,100","85,46,66,13,104"
"2282","target-original","N","N,E,N,N,N","50.75,100,95.08,76.23,88.61","22,44,8,13,2"
"2285","target-negated","N","N,N,C,N,N","66.74,5.06,1.46,7.83,90.85","39,54,108,51,34"
"2285","target-original","E","E,E,E,E,E","98.33,100,99.83,100,100","20,84,135,65,63"
"2288","target-negated","N","E,N,N,N,N","99.34,61.15,92.72,90.93,70.19","44,8,18,58,13"
"2288","target-original","N","N,N,N,N,N","51.95,63.03,85.55,14.34,25.82","134,145,137,108,144"
"2289","target-negated","N","C,C,N,N,N","0.12,2.07,13.53,39.88,53.15","44,5,27,8,18"
"2289","target-original","E","E,E,E,E,E","99.37,100,98.92,100,98.58","7,26,35,28,36"
"2290","target-negated","N","N,C,N,C,N","16.79,0,5.06,0.21,91.35","145,129,137,83,111"
"2290","target-original","E","E,N,E,N,E","100,96.14,100,89.71,100","85,63,142,13,92"
"2291","target-negated","C","C,C,C,N,C","0.51,0,0,3.63,0","44,78,8,104,134"
"2291","target-original","C","C,C,C,C,C","0,0.19,0,0,0","134,145,137,54,144"
"2294","target-negated","N","N,N,N,E,N","36.39,9.94,90.59,99.49,24.02","118,129,137,83,111"
"2294","target-original","N","E,N,E,N,N","100,80.48,100,67.3,97.14","66,63,125,13,92"
"2296","target-negated","E","E,E,E,E,E","100,100,98.77,100,100","119,46,94,125,130"
"2296","target-original","N","C,N,N,N,N","0,2.7,7.75,19.64,4.6","145,118,28,127,34"
"2299","target-negated","N","N,N,N,N,N","83.1,68.96,88.61,48.05,10.29","7,26,35,36,34"
"2299","target-original","N","N,E,E,N,N","84.93,99.64,97.98,95.71,75.09","22,44,8,18,13"
"23","target-negated","N","N,E,N,N,N","48.65,100,50.45,55.98,49.7","22,78,8,111,2"
"23","target-original","E","E,E,E,N,N","100,100,100,87.56,47.9","39,54,148,133,60"
"230","target-negated","N","E,E,N,N,N","100,100,4.73,39.73,66.31","119,91,22,128,2"
"230","target-original","E","E,N,N,E,E","99.12,92.25,95.27,97.98,99.16","136,117,129,83,60"
"2300","target-negated","N","N,N,C,N,N","96.49,5.53,0,16.9,36.25","94,27,125,79,26"
"2300","target-original","N","N,N,E,N,N","87.07,91.84,100,51.2,79.66","109,127,34,22,92"
"2301","target-negated","N","C,N,N,C,N","0,7.91,49.7,0,49.7","7,26,35,36,129"
"2301","target-original","E","E,E,E,N,N","100,99.59,99.02,80.13,25.43","44,8,18,2,76"
"2305","target-negated","E","E,N,E,E,E","99.43,97.7,100,99.28,100","44,78,66,142,104"
"2305","target-original","N","C,N,N,N,N","0.03,10.56,34.11,22.9,30.76","136,145,137,35,133"
"2314","target-negated","E","E,E,E,E,N","100,99.54,100,99.37,91.35","54,36,108,109,26"
"2314","target-original","E","E,E,E,E,E","100,100,100,100,100","84,44,66,125,92"
"2316","target-negated","N","N,N,E,N,N","65.46,51.95,99.94,21.06,48.5","117,137,36,108,144"
"2316","target-original","E","E,N,E,N,E","100,97.25,100,90.24,100","85,46,66,13,104"
"2317","target-negated","N","C,N,C,N,N","0,9.76,0.12,17.8,50","119,46,94,125,130"
"2317","target-original","E","E,N,E,E,E","98.69,96.2,100,99.37,100","145,118,28,127,34"
"2319","target-negated","N","N,N,N,E,N","85.03,84.72,90.5,100,93.69","28,89,92,111,55"
"2319","target-original","N","N,N,N,N,N","77.1,62.02,86.37,84.72,10.47","134,118,117,28,108"
"2320","target-negated","E","E,E,N,E,N","99.19,100,60.85,100,65.32","78,65,46,100,92"
"2320","target-original","N","N,N,N,E,E","95.14,73.14,85.24,100,100","134,118,117,52,129"
"2323","target-negated","E","E,N,E,N,E","100,71.28,98.62,94.47,98.92","44,76,89,92,33"
"2323","target-original","N","N,N,N,E,N","73.79,93.98,58.95,100,57.62","134,118,34,129,55"
"2328","target-negated","N","E,N,N,N,N","100,87.66,64.32,97.6,80.95","44,2,144,104,55"
"2328","target-original","E","E,N,E,E,N","100,95.46,100,100,85.66","134,118,137,34,108"
"2329","target-negated","N","N,N,N,N,N","47.6,29.26,32.01,27.66,90.24","65,92,104,125,48"
"2329","target-original","N","N,N,N,N,N","74.57,88.61,62.45,96.54,57.62","134,118,117,84,109"
"2331","target-negated","N","N,N,N,N,E","3.98,79.3,80.13,9.24,98.11","28,109,127,34,104"
"2331","target-original","C","N,N,C,C,C","5.12,2.3,1.46,0,1.31","119,20,94,125,85"
"2332","target-negated","N","N,E,N,N,N","96.71,98.24,77.97,91.35,95.77","85,118,133,125,48"
"2332","target-original","N","N,N,N,N,N","92.95,80.72,5.6,93.1,93.25","22,65,76,33,144"
"2334","target-negated","E","E,E,N,E,E","100,100,88.33,100,100","44,78,63,142,33"
"2334","target-original","E","E,N,N,E,E","100,80.48,95.14,99.43,99.34","39,52,54,108,60"
"2335","target-negated","N","N,N,N,N,N","14.03,19.05,92.32,46.4,91.76","85,145,118,26,137"
"2335","target-original","N","E,E,N,N,N","100,100,93.25,92.64,95.59","22,44,92,2,55"
"2336","target-negated","N","N,N,N,N,N","78.82,4.73,37.55,51.5,80.6","134,137,76,84,109"
"2336","target-original","N","N,N,N,N,N","50.15,82.2,27.39,48.05,96.2","65,76,92,33,104"
"2338","target-negated","N","E,N,N,E,N","100,90.85,37.69,100,59.09","65,89,92,111,104"
"2338","target-original","N","N,N,N,N,N","22.52,87.66,97.55,96.08,59.53","85,118,26,137,76"
"2339","target-negated","E","E,E,E,N,E","100,99.91,100,91.76,100","65,126,111,2,104"
"2339","target-original","N","N,N,C,E,N","77.97,88.04,1.35,100,95.59","134,118,129,76,83"
"234","target-negated","E","E,C,E,N,E","100,0,100,52.25,100","145,129,59,83,111"
"234","target-original","E","E,E,E,N,E","100,100,100,97.5,100","91,63,125,13,92"
"2340","target-negated","N","N,N,N,N,N","66.45,89.89,61.29,14.14,47.3","136,145,137,35,133"
"2340","target-original","C","C,C,C,N,N","0.6,0.94,0,34.11,10.11","44,78,66,142,104"
"2341","target-negated","E","N,E,E,E,N","97.4,100,100,100,97.3","94,27,125,79,134"
"2341","target-original","E","E,N,E,E,N","98.29,84.93,100,100,92.4","109,127,34,44,2"
"2343","target-negated","E","E,E,N,E,N","100,98.69,49.85,100,96.71","91,22,65,111,2"
"2343","target-original","E","E,E,E,E,E","100,100,98.92,99.59,99.16","136,129,133,83,60"
"2345","target-negated","N","N,N,C,N,N","72.74,34.68,0.25,48.65,24.79","85,63,142,13,92"
"2345","target-original","E","E,E,E,N,N","100,100,99.81,86.17,64.9","145,129,137,83,104"
"2346","target-negated","N","E,N,N,N,N","99.51,12.83,95.33,44.16,29.81","44,92,111,2,55"
"2346","target-original","N","N,N,N,N,E","92.09,78.09,92.72,23.02,99.06","85,134,118,76,108"
"2347","target-negated","N","N,N,N,N,N","84.93,89.44,92.25,81.06,81.86","134,118,117,133,54"
"2347","target-original","N","E,N,E,N,N","100,94.47,100,75.85,81.41","44,92,111,2,104"
"2348","target-negated","N","N,N,E,E,N","79.78,84.51,100,98.07,11.67","134,118,137,34,54"
"2348","target-original","N","E,N,N,N,E","99.83,91.68,97.5,92.72,100","44,89,92,125,48"
"2349","target-negated","E","E,N,E,E,N","100,5.74,100,99.75,83.86","145,129,137,83,11"
"2349","target-original","N","C,N,C,N,N","1.89,9.58,0.72,27.52,96.37","85,63,142,13,92"
"2350","target-negated","N","N,E,N,E,N","97.19,100,71.41,100,76.61","20,84,135,65,63"
"2350","target-original","E","E,E,E,N,E","100,98.95,99.12,92.01,100","39,54,108,51,34"
"2351","target-negated","N","N,N,N,N,E","36.68,14.65,66.31,22.52,98.54","20,39,15,32,48"
"2351","target-original","N","E,N,N,N,N","100,57.02,80.83,49.7,57.47","7,26,35,36,107"
"2353","target-negated","E","E,E,E,E,E","100,100,100,98.37,98.5","118,117,34,76,54"
"2353","target-original","E","E,E,N,N,E","100,98.73,90.76,96.14,98.81","44,89,92,2,104"
"2354","target-negated","N","E,N,N,E,N","99.51,95.33,95.96,100,79.78","44,89,92,111,54"
"2354","target-original","N","N,N,N,N,C","87.85,91.27,80.01,97.25,2.21","145,118,137,34,108"
"2355","target-negated","E","E,E,N,E,N","100,100,97.19,100,77.85","145,108,109,89,144"
"2355","target-original","N","N,E,N,E,N","12.34,99.12,90.5,99.54,91.6","135,8,13,107,104"
"2357","target-negated","E","N,E,E,E,E","95.01,99.34,100,100,99.25","20,15,32,45,48"
"2357","target-original","N","E,N,E,N,N","100,94.4,100,95.14,85.03","7,26,35,36,34"
"2358","target-negated","N","N,N,N,N,N","45.95,3.69,85.55,54.34,18.82","65,126,111,2,104"
"2358","target-original","N","N,N,N,N,N","52.1,23.65,95.46,78.82,97.04","134,118,129,76,83"
"2359","target-negated","E","E,E,E,N,E","99.12,99.12,99.79,97.19,100","20,11,38,54,97"
"236","target-negated","N","N,N,E,E,N","71.54,19.52,100,100,81.29","118,117,129,137,83"
"236","target-original","N","N,N,C,E,N","84.29,73.66,0,99.91,91.84","63,125,142,13,92"
"2361","target-negated","E","N,E,E,E,E","94.05,100,100,100,100","109,127,34,44,2"
"2361","target-original","E","E,E,E,E,E","99.83,100,100,100,99.62","94,27,125,79,26"
"2365","target-negated","E","E,E,E,E,N","100,100,100,99.69,91.02","145,118,28,127,34"
"2365","target-original","E","E,E,E,E,E","100,100,98.2,100,100","119,46,94,125,130"
"2366","target-negated","E","E,E,E,E,E","100,100,100,98.11,99.51","39,26,117,133,60"
"2366","target-original","E","N,E,E,E,E","94.68,100,100,98.33,98.5","77,66,111,2,26"
"2367","target-negated","N","N,E,E,N,N","53,100,98.84,92.17,50","134,54,133,109,123"
"2367","target-original","E","E,E,E,E,N","100,100,100,100,75.09","85,66,142,92,111"
"2368","target-negated","N","N,E,E,N,N","12.25,99.06,99.46,87.85,77.48","28,109,127,123,22"
"2368","target-original","E","E,E,E,E,E","100,99.9,100,98.65,100","119,11,84,94,125"
"2369","target-negated","E","E,E,E,E,E","100,99.88,100,100,100","22,126,100,2,145"
"2369","target-original","E","E,E,E,E,E","99.85,100,100,100,100","136,52,59,44,2"
"237","target-original","N","E,E,N,N,N","99.16,100,90.24,28.19,48.65","84,77,128,27,63"
"2373","target-negated","E","E,E,E,E,E","100,100,100,100,100","7,52,48,97,76"
"2373","target-original","E","E,E,E,E,E","100,100,100,100,100","84,77,128,27,18"
"2375","target-negated","E","E,E,E,E,E","99.97,100,99.57,100,100","11,65,94,66,27"
"2375","target-original","E","E,E,E,E,E","98.11,98.45,100,99.54,100","36,133,51,60,92"
"2378","target-negated","E","E,E,E,N,N","100,100,100,96.37,96.2","84,44,66,125,92"
"2378","target-original","E","E,E,E,N,N","99.62,99.46,99.37,90.15,97.45","54,36,108,109,26"
"238","target-negated","E","N,E,E,E,N","71.54,100,100,100,91.93","7,52,48,97,34"
"238","target-original","E","E,E,E,E,E","99.59,100,100,99.93,99.77","84,27,100,107,63"
"2380","target-negated","E","E,E,E,E,E","100,100,100,99.49,100","47,54,148,109,97"
"2380","target-original","E","E,E,E,E,E","100,100,100,100,99.9","85,84,22,100,107"
"2382","target-negated","E","E,E,N,N,E","100,100,97.25,86.37,100","22,44,18,2,76"
"2382","target-original","E","E,E,E,E,E","98.54,100,100,100,99.62","20,38,15,32,107"
"2383","target-negated","E","N,E,E,E,E","97.6,100,99.49,100,100","118,129,83,144,123"
"2383","target-original","E","N,E,E,E,E","64.61,100,98.07,99.28,100","92,111,2,49,104"
"2384","target-negated","E","E,E,E,C,E","99.85,100,100,0,100","11,66,8,100,134"
"2384","target-original","E","E,E,E,E,N","100,97.88,99.54,100,97.04","117,133,60,123,92"
"2388","target-negated","E","E,E,E,E,E","100,99.34,100,98.37,100","22,126,100,2,145"
"2388","target-original","E","E,E,E,E,E","100,100,100,100,100","136,52,59,44,2"
"239","target-negated","N","N,C,N,N,N","3.51,1.93,25.04,30.63,95.84","77,94,66,8,107"
"239","target-original","N","N,N,E,E,N","95.71,80.25,100,99.37,92.17","61,109,51,60,26"
"2392","target-negated","N","N,E,E,N,N","75.47,99.95,100,92.25,97.04","119,135,65,63,107"
"2392","target-original","E","E,N,E,E,E","100,95.21,99.69,100,100","39,54,36,108,85"
"2394","target-negated","E","E,E,E,E,E","98.41,100,100,100,100","20,84,135,65,63"
"2394","target-original","E","E,E,E,N,E","100,99.79,99.12,89.35,100","39,54,108,51,34"
"2396","target-negated","E","E,E,E,E,E","100,100,100,98.33,100","77,66,111,2,134"
"2396","target-original","E","E,E,E,E,E","100,100,100,98.73,99.57","39,26,117,133,60"
"2398","target-negated","E","E,E,E,N,E","100,99.94,100,94.47,100","119,11,84,94,125"
"2398","target-original","E","E,E,E,E,E","100,99.06,99.49,100,100","28,109,127,123,92"
"2399","target-negated","E","E,E,E,E,E","100,98.92,97.88,100,100","43,47,26,28,34"
"2399","target-original","E","E,E,E,E,E","98.11,100,100,100,100","20,38,15,32,76"
"240","target-negated","E","E,E,E,E,N","100,100,100,100,96.43","78,65,46,100,92"
"240","target-original","E","E,N,N,E,E","100,91.1,87.37,100,100","134,118,117,52,129"
"2400","target-negated","E","N,E,N,E,E","97.65,99.22,76.61,100,100","20,78,92,111,104"
"2400","target-original","E","E,E,E,E,N","100,100,100,100,94.68","118,129,89,123,92"
"2401","target-original","E","E,E,E,N,N","100,100,99.46,96.98,76.86","44,8,18,58,13"
"2403","target-original","E","E,E,E,E,N","100,100,98.81,100,92.4","39,55,54,108,97"
"2406","target-negated","E","E,E,E,E,E","100,98.77,100,100,100","84,94,128,27,134"
"2406","target-original","E","E,E,N,E,E","99.54,100,84.18,99.59,100","52,148,51,97,111"
"2407","target-original","E","E,E,E,E,E","100,100,100,100,100","78,58,142,13,104"
"2409","target-negated","N","N,N,N,N,N","3.51,33.69,81.29,48.8,50.15","28,109,127,34,104"
"2409","target-original","N","N,E,E,N,N","75.34,99.69,99.34,25.3,93.76","119,20,94,125,35"
"2410","target-original","N","N,N,E,N,E","91.02,96.14,100,87.17,97.88","77,66,111,2,118"
"2412","target-negated","E","E,C,E,E,E","100,0,100,100,100","44,78,66,142,104"
"2412","target-original","E","E,E,E,E,N","100,100,100,99.62,96.88","136,145,137,35,133"
"2413","target-negated","C","C,C,C,C,N","0,0,0,0,92.09","7,26,35,36,76"
"2413","target-original","E","E,E,E,E,E","100,99.51,100,100,100","44,8,18,2,54"
"2414","target-negated","E","E,N,E,E,N","100,38.42,99.28,99.09,91.02","39,117,54,108,34"
"2414","target-original","E","E,E,E,E,E","100,100,100,99.81,100","85,91,44,78,63"
"2416","target-negated","E","E,E,E,E,E","100,100,100,100,100","20,15,32,45,48"
"2416","target-original","E","E,E,E,E,E","100,100,100,99.73,100","7,26,35,36,34"
"242","target-negated","N","C,N,N,E,N","0,15.6,25.43,98.07,64.47","134,145,137,108,144"
"242","target-original","N","C,C,N,N,N","0.6,1.16,39.59,63.18,49.55","44,8,18,58,13"
"2421","target-negated","N","N,N,N,N,N","75.21,93.25,90.24,50.9,51.05","119,20,94,125,134"
"2421","target-original","N","N,N,N,N,N","5.46,76.1,80.13,21.42,4.1","28,109,127,34,111"
"2423","target-negated","E","E,E,E,E,N","100,100,100,100,88.8","64,85,44,78,63"
"2423","target-original","E","E,E,N,N,E","100,99.62,13.23,97.25,100","39,54,108,60,134"
"2424","target-negated","E","N,N,E,E,E","85.66,92.56,99.46,100,100","28,109,127,123,2"
"2424","target-original","E","E,E,E,E,E","100,100,100,98.41,100","119,11,84,94,125"
"2425","target-negated","E","E,C,E,E,N","100,1.16,100,100,93.4","44,78,66,142,104"
"2425","target-original","E","E,E,E,E,N","99.37,100,99.57,100,94.94","136,145,137,35,133"
"2426","target-negated","N","N,N,N,N,E","50.6,75.85,96.54,51.95,97.88","100,92,107,2,137"
"2426","target-original","N","C,E,N,N,N","0,98.99,85.35,27.92,18.94","129,83,48,34,123"
"2428","target-negated","N","E,N,N,N,N","100,78.94,55.84,9.58,70.6","65,77,142,13,2"
"2428","target-original","E","E,E,E,N,N","100,99.57,99.81,11.39,50.75","118,129,83,97,123"
"2429","target-negated","E","N,E,E,E,E","62.89,97.93,100,99.46,100","61,109,51,60,134"
"2429","target-original","E","E,E,E,E,E","100,99.43,100,100,99.37","77,94,66,8,107"
"243","target-negated","N","N,N,E,N,E","95.46,89.62,100,80.83,98.95","134,118,129,76,83"
"243","target-original","N","N,N,N,N,N","60.71,86.27,7.6,12.63,66.03","65,126,111,2,104"
"2430","target-negated","E","E,E,E,E,E","100,100,100,100,100","65,66,27,33,137"
"2430","target-original","E","E,E,E,E,E","100,100,100,99.19,100","117,76,51,60,104"
"2434","target-negated","N","E,N,N,E,N","99.77,51.05,3.98,100,96.93","44,65,95,111,2"
"2435","target-negated","E","E,N,E,E,E","100,70.06,100,99.28,100","145,26,28,127,65"
"2435","target-original","E","E,E,E,N,E","100,98.58,100,34.11,99.51","119,20,149,94,125"
"2437","target-negated","N","E,N,N,N,N","100,30.9,60.71,97.04,86.57","84,92,104,118,28"
"2437","target-original","E","E,N,N,E,E","100,92.72,78.09,100,100","134,118,26,54,148"
"2438","target-original","E","E,E,E,E,E","100,100,100,100,100","65,126,111,2,104"
"2439","target-negated","E","E,E,N,E,E","100,99.22,86.07,99.75,100","7,26,35,36,34"
"2439","target-original","E","E,E,N,N,E","100,100,97.25,96.71,100","22,44,8,18,13"
"244","target-negated","E","E,E,E,N,N","100,100,100,95.27,93.98","63,125,142,13,92"
"244","target-original","E","N,E,E,E,E","96.2,100,100,100,98.16","118,117,129,137,83"
"2442","target-negated","E","E,E,E,E,N","100,100,100,100,75.6","119,91,92,111,2"
"2442","target-original","E","E,E,E,E,E","99.97,100,100,100,99.75","136,26,28,148,83"
"2444","target-negated","E","E,E,E,E,N","100,100,100,99.59,4.6","84,128,27,58,34"
"2444","target-original","E","N,E,E,E,N","73.14,100,100,100,79.66","52,148,51,144,63"
"2446","target-negated","E","E,E,E,E,N","100,100,100,100,7.05","39,129,148,59,111"
"2446","target-original","E","E,E,N,E,E","100,100,94.26,100,100","18,92,111,2,104"
"2449","target-negated","E","E,E,E,E,E","100,98.99,99.19,100,100","117,133,60,123,11"
"2449","target-original","E","E,E,E,E,E","99.75,100,100,100,100","11,66,8,100,85"
"245","target-negated","N","N,N,N,N,E","66.88,92.4,93.32,73.14,99.88","134,118,34,125,48"
"245","target-original","N","N,N,N,N,N","65.04,38.42,81.52,90.42,97.35","92,104,84,54,109"
"2451","target-negated","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"2451","target-original","E","E,E,E,E,E","100,100,100,99.62,100","7,26,35,36,54"
"2452","target-negated","E","E,E,N,E,N","100,100,97.25,100,85.76","39,54,108,51,34"
"2452","target-original","E","E,E,N,E,N","97.88,100,92.17,100,75.21","20,84,135,65,63"
"2453","target-negated","E","E,E,E,E,E","100,98.41,100,99.66,100","61,109,51,60,34"
"2453","target-original","E","E,N,E,E,E","100,97.79,100,100,99.59","77,94,66,8,107"
"2456","target-negated","N","N,E,E,N,N","50.3,100,100,97.74,49.4","25,7,26,35,36"
"2456","target-original","E","E,E,N,E,E","100,100,89.98,100,100","22,44,8,2,129"
"2457","target-negated","E","E,E,E,E,E","100,100,100,99.28,100","117,76,51,60,104"
"2457","target-original","E","E,E,E,E,E","100,100,100,100,99.02","65,66,27,33,26"
"2458","target-negated","N","N,E,N,N,E","88.33,99.22,96.93,34.68,100","52,148,51,144,85"
"2458","target-original","N","N,E,E,N,N","91.76,100,100,97.3,90.33","84,128,27,58,18"
"2459","target-negated","E","E,E,E,E,E","100,100,100,100,99.85","25,7,26,35,36"
"2459","target-original","E","E,E,E,E,E","100,100,100,100,100","20,15,32,45,48"
"2460","target-negated","E","E,E,N,E,N","100,100,52.4,98.37,64.75","145,129,137,83,92"
"2460","target-original","N","E,N,E,N,N","100,13.53,99.28,62.6,97.3","85,63,142,13,92"
"2462","target-negated","E","E,E,E,N,E","100,100,99.12,92.4,100","11,78,142,13,104"
"2462","target-original","E","E,N,E,E,N","99.22,97.45,99.88,99.22,90.15","136,43,145,137,35"
"2463","target-negated","E","E,E,E,E,E","100,100,100,99.77,100","134,54,133,109,123"
"2463","target-original","E","E,E,E,E,E","100,100,100,100,100","85,66,142,92,111"
"2465","target-negated","E","E,E,E,E,E","100,100,100,99.88,99.54","84,65,111,2,107"
"2465","target-original","E","E,E,E,E,E","100,100,100,99.69,99.88","39,148,133,83,60"
"2467","target-original","E","C,E,E,N,E","0,100,100,64.47,98.58","91,135,66,63,58"
"2468","target-negated","E","E,N,E,E,E","100,86.07,100,99.54,99.83","136,117,129,83,60"
"2468","target-original","N","N,C,N,N,N","79.42,0,12.54,85.76,83.32","119,91,22,128,2"
"2469","target-negated","E","E,E,E,E,N","100,100,100,100,50.15","85,128,66,63,125"
"2469","target-original","E","E,E,E,E,E","100,100,100,100,100","39,117,54,108,34"
"2471","target-negated","E","E,E,E,E,E","100,100,99.57,100,100","145,108,109,89,144"
"2471","target-original","E","E,E,E,E,E","100,100,100,99.4,100","135,8,13,107,104"
"2472","target-negated","E","E,N,E,E,E","100,97.35,99.37,100,100","28,109,127,123,104"
"2472","target-original","E","E,E,E,E,E","100,99.97,100,99.64,100","119,11,84,94,125"
"2473","target-negated","E","N,E,E,E,N","90.59,99.9,100,99.77,74.83","119,11,84,94,125"
"2473","target-original","N","N,N,N,N,N","87.95,69.24,82.43,96.77,57.62","28,109,127,123,111"
"2475","target-negated","N","N,E,N,N,N","92.48,99.12,79.89,53.15,91.35","136,145,137,35,133"
"2475","target-original","E","E,E,N,E,E","99.71,98.77,6.31,100,100","44,78,66,142,104"
"2477","target-negated","E","E,E,E,N,E","100,100,99.51,87.27,100","52,148,97,144,134"
"2477","target-original","E","E,E,E,E,E","98.88,100,100,99.9,100","94,8,79,58,18"
"2478","target-negated","E","E,E,E,E,E","100,100,100,100,99.51","39,52,54,108,60"
"2478","target-original","E","E,E,N,E,E","100,100,96.54,100,100","44,78,63,142,33"
"248","target-negated","N","N,N,N,N,N","62.16,93.62,61.73,88.33,82.09","85,118,34,107,54"
"248","target-original","N","E,N,N,N,C","99.34,39.59,20.82,10.2,0.78","44,76,89,92,33"
"2480","target-negated","N","N,N,N,N,N","81.52,88.33,53.15,83.1,61","7,26,35,36,34"
"2480","target-original","N","E,N,N,E,N","100,86.07,75.09,100,83.53","20,11,15,32,48"
"249","target-negated","N","N,E,N,E,N","85.97,100,92.48,99.93,75.09","117,137,36,108,144"
"25","target-negated","E","E,E,N,E,N","100,100,93.47,100,97.84","39,129,148,59,92"
"25","target-original","N","E,N,E,N,N","100,93.69,100,81.64,77.72","18,92,111,2,104"
"250","target-negated","E","E,N,E,N,E","98.95,83.53,100,91.35,100","20,39,15,32,48"
"250","target-original","E","E,E,N,E,E","100,100,95.9,98.11,99.54","7,47,26,35,36"
"253","target-negated","N","N,N,C,N,N","89.89,30.22,2.07,45.81,90.67","119,46,94,125,130"
"253","target-original","N","N,N,N,N,N","65.46,73.79,66.17,83.1,12.93","145,118,28,127,34"
"254","target-negated","E","E,E,N,E,N","99.64,100,76.48,100,93.62","135,63,125,13,92"
"254","target-original","E","N,E,E,E,E","92.09,100,100,99.22,100","118,129,35,83,104"
"255","target-negated","N","N,N,N,N,N","79.18,70.6,75.85,51.5,86.47","134,34,97,84,109"
"255","target-original","N","E,C,N,N,N","99.59,2.07,67.85,2.96,58.21","44,92,2,104,54"
"26","target-negated","E","E,E,E,C,E","100,100,98.62,0,100","39,117,54,108,34"
"26","target-original","E","N,E,E,E,E","50.15,100,100,100,99.75","85,128,66,63,125"
